診療項目代碼,健保支付點數,生效起日,生效迄日,英文項目名稱,中文項目名稱,支付規定
84004C,850,20231001,29101231,Myringotomy with T.D. plunger,T.D.傳統耳膜切開術,"(手術)84004C - T.D.傳統耳膜切開術 審查原則: 2024‑12‑31 V1.0

1. **申報條件**  
   a. 病歷中必須明示適應症：慢性中耳炎伴有外耳道與鼓膜壞死、鼓膜穿孔復發、外部耳道感染且無法以保守治療控制。  
   b. 必須有術前評估文件，包含中耳鏡檢查、耳道分泌物培養與敏感性試驗結果。  
   c. 手術必須由經核定耳鼻喉科醫師執行，且手術方式必須符合「傳統耳膜切開術」技術規範。  
   d. 患者需簽署完整手術同意書，並在手術前完成麻醉評估（局部或全身麻醉，視手術時長與患者狀況決定）。  

2. **應檢附文件**  
   a. 病歷摘要或診斷證明（ICD‑10 M75、H60 等）。  
   b. 手術同意書（含麻醉同意書）。  
   c. 內科／耳鼻喉科術前評估報告（中耳鏡、耳道分泌物培養、血常規、凝血功能等）。  
   d. 具體手術記錄（手術日期、時間、手術名稱、使用材料、術中併發症、出血量）。  
   e. 麻醉記錄（麻醉方式、藥物、用量、術中生命體徵）。  
   f. 術後護理計畫與復診時間表（術後 7 天、30 天、3 个月等復診安排）。  

3. **限制條件**  
   a. 同一患者於 90 天內不得重複申報「傳統耳膜切開術」；若有醫學必要性，必須提交醫師書面說明並附上前次手術報告。  
   b. 任何其他併發症（如外耳道皮膚癌、重度外傷）需另行申報相應手術項目。  
   c. 若使用自體或人工耳膜移植材料，必須另行申報相應材料費用並附上材料使用清單。  
   d. 低於 6 個月孕婦不得申報本項目，除非急性外傷或生命威脅性疾病。  

4. **特殊注意事項**  
   a. 本項目屬於「耳鼻喉科手術」分類，需依《醫療保險醫療服務給付項目與支付標準》第 14 章「耳鼻喉科手術」之相關規定執行。  
   b. 若術中發現鼓膜結石、外耳道黏膜病變或其他耳膜外形異常，必須即時調整手術方案並在手術記錄中詳細說明。  
   c. 若術後出現外耳道分泌物增多、發燒或疼痛，應於 7 天內回診並提供相關檢查報告，以評估是否需追加治療。  
   d. 任何由於手術失敗或併發症所需的再手術，應依《醫療保險再手術規則》申報，並附上再手術原因說明。  

---"
84005C,3405,20231001,29101231,Excision of preauricular fistula or cyst,耳前廔管或囊腫切除術,審查原則：若耳殻變形需切除軟骨並附組織報告，可申報外傷性耳成形術84011B；否則只可申報本項或皮下囊腫抽吸47044C。
84006C,840,20231001,29101231,Suture of ear injury,外耳道普通創傷縫合術,"(手術)84006C - 外耳道普通創傷縫合術 審查原則：(2024‑05‑01)  

1. 申報條件  
   a. 受傷部位為外耳道表層創傷，且創傷長度≥1 cm或深度>1 mm，需進行縫合。  
   b. 受傷發生時間≤24 h，且創傷未被感染（無膿液、紅腫明顯或持續出血）。  
   c. 患者身體狀況允許進行局部麻醉（如有需要可採用靜脈鎮靜）。  
   d. 需取得書面患者（或法定代理人）術前同意書，並記錄術前評估結果。  

2. 應檢附文件  
   a. 手術同意書（含麻醉同意）。  
   b. 手術記錄表（包含創傷尺寸、縫合技術、使用針線、麻醉方式與時間）。  
   c. 麻醉記錄（局部麻醉或靜脈鎮靜詳細記錄）。  
   d. 創傷部位照片（術前、術中或術後）以證明創傷範圍。  
   e. 若術前需進行血常規或血糖等檢查，應附檢查報告。  
   f. 住院醫師或外科醫師簽名之手術報告。  

3. 限制條件  
   a. 同一創傷部位在30 天內不得重複申報同一手術項目。  
   b. 若患者同一病程內已接受外耳道創傷縫合術，除非出現復發性創傷或術後併發症，否則不予再次申報。  
   c. 內耳、鼓膜或顳顱區域創傷不屬於本項目。  
   d. 若創傷已被感染、形成化膿性囊腫或伴有慢性耳道炎，必須先處理感染後才能申報。  

4. 特殊注意事項  
   a. 兒童（≤7 歲）需取得法定代理人同意，並在手術記錄中標明。  
   b. 系統性疾病（如未控制的糖尿病、免疫抑制、血液病）需附加醫學評估報告，並在術前評估中說明可行性。  
   c. 手術後於術後7天進行一次術後追蹤，並在病歷中記錄創傷癒合情形。  
   d. 若患者有多處耳道創傷，必須分別列明每處創傷之尺寸、縫合技術及相對應的手術記錄；單一記錄僅限於一處創傷。  
   e. 由於本項目為「普通創傷縫合」，若使用特殊縫合材料（如抗菌線、可吸收線）須另行說明並附材料使用說明書。  

以上審查原則符合台灣全民健康保險「醫療服務給付項目及支付標準」第2024年修訂版本（2024‑05‑01）之規定。"
84007C,2316,20231001,29101231,Myringotomy under microscope or telescope,顯微鏡／內視鏡下鼓膜切開術,"(手術)84007C - 顯微鏡／內視鏡下鼓膜切開術 審查原則：(2024‑08‑15)

1. **申報條件**  
   a. 病例符合以下適應症之一：鼓膜穿孔伴慢性中耳炎、鼓膜穿孔伴鼓室結石或膽固醇結石、鼓膜穿孔伴鼓室腫瘤（如鼓室囊腫、鼓室腫瘤）、鼓膜穿孔伴鼓室外科手術（如鼓室腫瘤切除、鼓室結石清除）等。  
   b. 病例已完成術前評估，包括耳鼻喉科診斷、聽力學檢查、必要時的CT或MRI影像。  
   c. 病例經醫師同意並簽署手術同意書，且術前已取得麻醉同意。  
   d. 手術方式必須使用顯微鏡或內視鏡，且醫師已具備國家認證的顯微鏡/內視鏡耳鼻喉手術資格。  
   e. 本項目僅可於單一疾病事件內申報，並符合「單一醫療事件」支付原則。

2. **應檢附文件**  
   a. 病歷摘要或診斷說明，列明手術適應症及術前評估結果。  
   b. 手術同意書（含麻醉同意）。  
   c. 具體手術記錄表（顯微鏡／內視鏡下鼓膜切開術紀錄），記錄手術過程、使用器械、手術結果及併發症。  
   d. 麻醉記錄表。  
   e. 若有病理檢查，須附病理報告。  
   f. 相關影像（如CT/MRI）影像報告或掃描影像。  
   g. 任何其他NHI所需的支援文件。

3. **限制條件**  
   a. 同一患者在同一醫療事件內，鼓膜切開術（84007C）不得重複申報。  
   b. 同一患者在30日內若需再次進行同類手術，必須另有新適應症，並以獨立醫療事件申報。  
   c. 本項目不允許與其他鼓室手術（如鼓室腫瘤切除、鼓室骨化手術）合併申報，若需合併，須分別編碼並單獨申報。  
   d. 若手術以開放式（非內視鏡／顯微鏡）方式進行，則不符合本項目支付條件。  
   e. 需符合NHI「醫療服務給付項目」中的「手術重複申報限制」規定。

4. **特殊注意事項**  
   a. 兒童（<12歲）接受鼓膜切開術時，需特別記錄年齡、體重，並確保術前評估符合兒童手術安全標準。  
   b. 若手術使用內視鏡，必須在手術記錄中說明內視鏡型號與視野參數，以確保符合內視鏡手術分類。  
   c. 如術後有併發症（如中耳感染、耳鳴加劇、聽力下降），需在術後追蹤記錄中說明處置與復原情形。  
   d. 申報時應使用最新的NHI手術編碼表（2024年度版），並遵守「同一醫療機構同一醫師同一項目」的支付限制。"
85,400,20250101,29101231,,定量免疫法糞便潛血檢查,"(檢查)85 - 定量免疫法糞便潛血檢查 審查原則：(2025/10/01)

1. **申報條件**  
   1.1 必須符合以下適應症之一，並由主治醫師以「檢查申請單」明確說明臨床需求。  
   - 1.1.1 37 歲以上成人於國民健康署「結腸直腸癌篩檢」項目範圍內，作年度篩檢。  
   - 1.1.2 已確診結腸直腸病變（腺瘤、息肉、腫瘤）之患者，於術後 1 月內或術後 3–6 個月重複檢查。  
   - 1.1.3 有腸道出血症狀（血便、黑便、暗血便）之患者，作為初步診斷與追蹤。  
   1.2 本項目不得作為一般常規檢查（例如健康檢查）申報。  

2. **應檢附文件**  
   2.1 申請醫師填寫之「檢查申請單」（含檢查適應症、檢測時間、病歷編號）。  
   2.2 病人簽署之「檢體採集同意書」或相容文件。  
   2.3 本院／診所出具之「檢查報告」（必須包含：檢測日期、檢體編號、檢測結果、報告結論、醫師簽名）。  
   2.4 若有必要，須附上「病歷紀錄摘要」或「手術/內鏡報告」以證明病情及檢查必要性。  

3. **重複申報限制**  
   3.1 同一病人於同一日曆年度內，針對同一適應症（篩檢）最多申報一次。  
   3.2 為臨床追蹤之重複檢查，必須間隔 ≥ 1 月，並附有醫師說明臨床必要性。  
   3.3 若在同一日曆年度內因不同適應症（如篩檢 + 症狀性出血）而需要多次檢查，須另行申報並附上相應適應症說明。  

4. **特殊注意事項**  
   4.1 病人須於檢測前 24 小時內停止使用含鐵、非類固醇抗炎藥（NSAIDs）或抗凝血藥，以避免偽陽性。  
   4.2 本項目使用的定量免疫法須符合國家標準（例如 FDA 或 CE 認證）並於醫院品質管理系統中列入。  
   4.3 若報告顯示陽性，醫師須在 7 天內安排結腸鏡或相關檢查，並於病歷中記錄追蹤安排。  
   4.4 本審查原則適用於所有醫療機構（區域醫院、一般醫院、診所）之申報；如有改動，將於 NHI 官方公告之後即時更新。"
85001C,6783,20231001,29101231,Enucleation,眼球剜出術,"**(手術)85001C - 眼球剜出術審查原則：(2025‑09‑01 版 1.0)**  

1. **申報條件**  
   - 需符合《國民健康署醫療服務給付項目目錄》所列的適應症，包括：  
     1) 眼球惰性或惰性腫瘤（如葡萄膜黑色素瘤、視網膜母細胞瘤等）經影像及病理確認無遠處轉移；  
     2) 重度外傷導致眼球不可保存且有預期視力復原的可能；  
     3) 內眼炎、葡萄膜炎、眼底出血等病況，已試過藥物治療、局部手術（如切除瘤）後仍無治療效果；  
     4) 眼球因慢性疾病（如慢性角膜炎）或術前術後併發症（如玻璃體脫離伴併發感染）需切除。  
   - 手術必須由執業眼科醫師於已登記之醫療機構執行，且須持有《眼科手術手冊》及《手術操作證明》。  
   - 需於術前完成：視力測試、眼底檢查、OCT、CT/ MRI、血液化驗（血球計數、肝腎功能、凝血功能）及病理樣本檢驗。  
   - 取得病患或法定代理人之書面手術同意書，並註明術式、併發症、術後預期結果。  

2. **應檢附文件**  
   - 病患病歷摘要（含診斷編號、影像報告、血液檢驗結果）  
   - 手術同意書（雙方簽署）  
   - 眼科手術紀錄表（含術前檢查結果、手術時間、術式、使用藥品、麻醉方式、手術結束報告）  
   - 麻醉同意書及麻醉記錄（局部麻醉或全身麻醉）  
   - 病理報告（若有摘除組織）  
   - 病患術後隨訪計畫（含視力、感染、出血、組織保存與眼球義肢安排）  

3. **限制條件**  
   - 每位病患於同一疾病事件內（如同一腫瘤）僅能申報一次眼球剜出術，除非因醫療必要性（如術後感染、組織破裂）需再進行手術，需附專科醫師備查並在審查時說明。  
   - 同一病患於同一保險年度內，若有多次眼球剜出術（不同眼球），每次手術申報須依《醫療服務給付項目目錄》個別申報，且需證明兩次手術的適應症不同、疾病屬性獨立。  
   - 任何重複申報（包括同一手術在不同醫院、不同醫師申報）皆屬違規，將被拒付並列入醫療機構違規紀錄。  
   - 眼球剜出術僅限於「眼球」範圍；若需進行眼眶或眼眶外部組織切除（眼眶切除術、眼眶外部結構切除），應另行申報相應代碼（如85002D、85003E）。  

4. **特殊注意事項**  
   - 眼球剜出術後應於術後 1 週、1 個月及 3 個月進行隨訪，並於病歷中記錄術後感染、視神經功能、眼球義肢適配進度。  
   - 若病患需要眼球義肢（義眼），需於術後 4 週內完成義眼製作，並附義眼製作報告。  
   - 若術後出現視神經損傷或其他併發症，應在病歷中說明並備附相關醫療報告。  
   - 在多機構就診情況下，需提供主治醫師及各機構醫療人員之共同診斷及處置說明，以避免重複報銷。  
   - 本項目僅適用於台灣全民健康保險範圍內，若病患持有其他醫療保險或自費項目，需另行申報並遵守各保險單位規定。  

---  

**備註**  
- 本審查原則依據《國民健康署醫療服務給付項目目錄》2025 年度修訂及《醫療機構服務手冊》相關規定制定。  
- 如有新修訂或政策調整，將於下個年度醫療服務給付項目目錄公布時同步更新。"
85002C,5946,20231001,29101231,Evisceration of eyeball,眼球內容物剜除術,"(手術)85002C - 眼球內容物剜除術 審查原則：2025‑01‑01 版 1.0

1. **申報條件**  
   a) 以外傷性眼球破裂、視網膜及玻璃體內異物、嚴重眼內感染（如眼內膿腫）或因腫瘤或先天性畸形而必須行眼球內容物剜除的醫療適應症。  
   b) 必須由合格眼科外科醫師（持有眼科專科醫師證照）執行，手術前已完成術前檢查（眼底影像、B‑超、CT 或 MRI）並做出術式與麻醉方式之評估。  
   c) 手術前已取得患者或法定代理人之書面同意書，並在手術記錄中標示同意之詳細內容。  
   d) 需符合「眼球內容物剜除術」的醫療必要性評估，並在病歷中明示術前評估結果、手術目的及預期手術風險。  

2. **應檢附文件**  
   a) 眼球內容物剜除術同意書（含麻醉同意）。  
   b) 手術記錄表（含術前評估、術式、麻醉方式、術中發現與處置、術後即時觀察）。  
   c) 影像檢查報告（B‑超、CT/MRI 之眼部或頸部影像）或相關影像證據。  
   d) 病理或實驗室檢驗報告（如需取組織或檢體）。  
   e) 麻醉紀錄表。  
   f) 其他必要之醫療證明文件（如外傷醫院轉診單、急診處理記錄）。  

3. **限制條件**  
   a) 同一眼球（或同一病人）於30日內不得重複申報同項目；若需再次進行，必須附上前次手術報告與重複之醫療必要性說明。  
   b) 只可申報一次（一次完整手術程序），不允許拆分多次或分階段報銷。  
   c) 若術後於48小時內出現重大併發症（如急性視網膜剝離、視神經壞死），必須另行附上併發症處置與評估報告。  
   d) 於非緊急或非外傷性情況下（如美容性剜除、非醫療必要性之手術）不接受給付。  

4. **特殊注意事項**  
   a) 手術必須於外傷或感染發生後24小時內完成，並於手術前進行抗感染藥物或其他併發症風險控制措施。  
   b) 若有合併眼球腔內高壓或眼球腔內異物量大，需於手術前先進行眼壓測量與視網膜評估，並將結果納入病歷。  
   c) 需在病歷中記錄術後視力（裸眼及矯正視力）及視覺功能評估，以利後續追蹤與給付審查。  
   d) 若手術需使用醫保可報銷之特定器材或耗材，必須以專屬序號或發票作為附件。  

---"
85003C,5099,20231001,29101231,Repair of eyeball wound-scleral perforation,眼球傷口之修補－ 鞏膜穿孔,"審查原則：  
- 必須符合眼球穿孔修補之臨床適應症，並由眼科醫師或具眼科外科資格者執行。  
- 手術前診斷、術式、縫合方式、術後觀察及成效必完整記錄於病歷。  
- 付款依「全民健康保險醫療服務給付項目及支付標準」第二部第113/1/1表定標準點數計算。  
- 同一患者於同一就診日不得重複申報其他眼球修補項目。"
85004C,4923,20231001,29101231,Repair of eyeball wound-corneoscleral perforation,眼球傷口之修補－ 角、鞏膜穿孔,"依《全民健康保險醫療服務給付項目及支付標準》第二部第 5‑3 節，眼球傷口之修補－角、鞏膜穿孔（項目代碼 85004C）屬於眼科外科項目。申報須符合以下審查原則：

1. 以外科診斷書確認為角膜或鞏膜穿孔；  
2. 由持有眼科醫師資格者執行手術；  
3. 病歷必須詳載穿孔位置、尺寸、修補方法、使用敷料及術後處置；  
4. 只可申報單次修補，若需重複修補需另行診斷證明；  
5. 付款點數依表 5‑3 之規定計算（例：20 點）。  

若手術為慢性角膜病變或非穿孔性修補，則不符合申報條件。"
85201C,2829,20231001,29101231,Keratotomy,角膜切開術,"(手術)85201C - 角膜切開術 審查原則：2025‑09‑15（V2.0）

1. 申報條件  
   a) 具備「角膜切開術」適應症：角膜混濁、角膜移植（非完整）或角膜瘤、角膜穿孔修補、角膜外科手術（如角膜屈光矯正）等，且已由眼科主任醫師開立手術診斷。  
   b) 需完成術前評估，包括視光學檢查（視力、角膜地形圖、角膜厚度）、結膜及角膜感染評估、全身健康評估，並確認無感染或系統性疾病危險。  
   c) 需經患者或監護人簽署「手術同意書」與「麻醉同意書」。  
   d) 由具眼科手術資格的醫師執行，手術於符合手術環境規範（無菌室、術前消毒、麻醉準備）完成。  

2. 應檢附文件  
   a) 手術同意書、麻醉同意書。  
   b) 術前評估報告（含視光學、角膜厚度、結膜檢查結果）。  
   c) 手術紀錄表（手術流程、使用器械、手術時間、術中觀察）。  
   d) 麻醉紀錄。  
   e) 術後跟進記錄（術後第一天、七天及一次月檢）以證明術後管理。  

3. 限制條件  
   a) 同一眼球內，若在過去 30 天內已完成同類手術（角膜切開或角膜移植），不得重複申報。  
   b) 若術前檢查顯示角膜活性感染（如角膜炎、角膜溶解性病變），必須先經抗菌治療並重新評估後方可申報。  
   c) 同一病人，同一個部位（角膜）每年不得超過兩次（含重建、修復、矯正手術）。  
   d) 任何重複申報必須附有醫師明確說明「重複手術之臨床必要性」及「前一次手術不良反應」。  

4. 特殊注意事項  
   a) 角膜切開術為「切開」操作，若需要全層角膜移植，請使用「85202C」或相應代碼。  
   b) 申報時必須確保手術類型（切開、全層、半層）與代碼一致，避免錯誤結算。  
   c) 任何術中併發症（如角膜裂隙、角膜血管侵襲、角膜脫位）須在術後記錄並於報告中說明，若發生需申報併發症處理項目。  
   d) 若手術涉及人工晶體植入或屈光矯正手術，請另行申報相應代碼並附相關證明文件。  

---"
85202C,1516,20231001,29101231,Paracentesis,角膜穿刺,null
85203C,2491,20231001,29101231,"Excision pterygium, simple with keratectomy",翼狀贅肉簡單切除合併角膜切除,"審查原則  
1. **臨床適應症**：  
   - 患者需具備經醫師確認之翼狀贅肉且伴有角膜侵襲或功能障礙的實質病因；  
   - 需已接受保守治療 (如抗生素、抗炎或外用藥物) 至少 3 個月仍無改善。  
2. **術前評估**：  
   - 必須完成眼科專科診斷，包含裂隙燈檢查、角膜厚度測定、角膜地形圖與眼壓測量；  
   - 需有完整病歷紀錄證明翼狀贅肉與角膜病變的關聯，並說明術前影像資料。  
3. **手術執行**：  
   - 由持有醫師執照且具備眼科手術經驗的醫師執行；  
   - 必須詳細記錄手術步驟、切除範圍、使用麻醉方式、切除後角膜表面處理方式；  
   - 任何併發症（如角膜穿孔、感染）須於手術紀錄中即時註明。  
4. **術後追蹤**：  
   - 必須於術後 1 週、1 個月及 3 個月進行跟進，並記錄視力、角膜癒合情形與任何併發症；  
   - 若術後出現重症併發症需立即上報並備檔。  
5. **給付限制**：  
   - 每位患者每年僅允許一次本項目給付；  
   - 若術前已進行其他相關手術（如角膜移植或其他眼科手術），須另行申報並說明重複手術的必要性。  
6. **申報文件**：  
   - 需提交完整病歷、術前診斷證明、術中手術紀錄及術後追蹤報告；  
   - 病歷中必須包含手術醫師簽章、手術日期與手術編號。  

以上為「翼狀贅肉簡單切除合併角膜切除」項目之審查原則，請依此進行申報與審核。"
85204C,4073,20231001,29101231,"Excision pterygium, complicated with keratectomy",翼狀贅肉複雜切除合併角膜切除,"審查原則  
1. **臨床適應症**：僅限經眼科醫師診斷、影像學檢查（OCT、眼底攝影）及組織學證實，腫瘤已侵犯眼眶或角膜表面之翼狀贅肉複雜切除合併角膜切除。  
2. **術前評估**：必須完成眼科專科檢查、必要影像學及組織學檢驗，並於病歷中記錄腫瘤大小、邊緣、侵犯部位。  
3. **手術執行**：須由具台灣醫師證照的眼科醫師或眼科主任執行，手術過程須詳細記錄麻醉方式、切除範圍、眼部保護措施。  
4. **病理要求**：切除後必須取得完整病理報告，確認切除邊緣無腫瘤細胞。  
5. **術後追蹤**：須安排至少三次隨訪（術後 1 週、1 個月、3 個月），檢查術後癒合、視力、角膜透明度及復發情形。  
6. **併發症記錄**：病歷中需備註術後併發症（如感染、視力喪失）及處置。  
7. **支付點數**：依《全民健康保險醫療服務給付項目及支付標準》第二部相關章節計算，符合上述所有項目即可申報。  
8. **申報限制**：同一病患同一年度內僅能申報一次此項手術；若需多次手術，需提供追加醫學證明並經審查委員會核准。"
85205C,841,20231001,29101231,Removal of corneal stitches under microscope,角膜縫線拆除術（顯微鏡下）,"(手術)85205C – 角膜縫線拆除術（顯微鏡下）審查原則：(2025‑09‑01)

1. **申報條件**  
   a. 受檢者必須已接受角膜穿孔、角膜移植或屈光手術，並已完成術後恢復期（術後 ≥ 30 天）且無角膜感染、角膜水腫、炎症或其它視網膜/眼底病變。  
   b. 需提供術前評估報告，包含術後檢查日誌、視力、角膜清晰度、角膜厚度及必要時的裂隙燈檢查結果。  
   c. 受檢者須簽署本次縫線拆除之手術同意書，並說明已完成術後治療計畫。  
   d. 只能由合格眼科醫師以顯微鏡為手術場景執行，且使用局部麻醉（含滴眼液或眼眶區注射麻醉），不得使用全麻或單純眼藥水。  

2. **應檢附文件**  
   a. 手術同意書（含拆線同意及麻醉同意）。  
   b. 手術紀錄表（手術日、手術者、縫線類型、拆除時間、使用顯微鏡、術前術後觀察記錄）。  
   c. 麻醉紀錄表（麻醉方式、麻醉藥物、麻醉時間、復原情況）。  
   d. 術後檢查報告（含裂隙燈照片或影像，必要時角膜地表層檢查、角膜厚度測定）。  
   e. 若有特殊情況（如術後感染、角膜水腫、再次閉鎖需求）需附上醫師診斷書或相關檢驗報告。  

3. **重複申報的限制**  
   a. 每位患者每 12 個月內只能申報一次 85205C 角膜縫線拆除術，除非出現以下情況：  
      - 術後感染或炎症復發，需再次拆線；  
      - 角膜水腫、角膜外傷或其他醫學指徵需要再次拆線。  
   b. 若在同一個 12 個月期間內超過一次申報，必須附上「重複拆線原因說明書」並說明已經有醫學必要性。  
   c. 在 30 天內不允許申報第二次拆線，除非有醫師明確記錄緊急醫療需求。  

4. **特殊注意事項**  
   a. 角膜縫線拆除術不得在術後 7 天內進行，除非出現感染或急性炎症。  
   b. 若患者已進行角膜移植（PK）或組織替換，拆線時間一般應於術後 3‑6 個月進行；若提前拆線必須有醫師證明。  
   c. 拆除過程中如出現角膜破裂、深層組織損傷或失去視網膜連結，應立即停止並記錄詳細情況，並在報告中說明後續治療計畫。  
   d. 任何額外手術（如同時進行角膜植入、角膜光學濾光片置換等）均需使用其他相應代碼，並以不同報告提交。  
   e. 所有申報必須符合《台灣全民健康保險醫療服務給付項目》2025 年版之支付標準，並遵守醫療倫理與保密原則。"
85206C,3700,20231001,29101231,Suture of cornea,角膜縫合術,"(85206C)角膜縫合術審查原則：(2025‑10‑23)  
1. **申報條件**  
   a. 必須符合角膜裂傷、角膜穿孔、術後角膜裂傷復發或因外部物質造成的角膜創傷等適應症。  
   b. 需由眼科醫師或經核准的手術團隊執行，並在手術前完成完整的術前評估（視力、眼壓、角膜厚度、裂傷範圍與深度評估）。  
   c. 手術需使用局部麻醉或全身麻醉，並在術前取得患者（或法定代理人）之書面手術同意書。  
2. **應檢附文件**  
   a. **手術同意書**（含麻醉同意書）。  
   b. **術前檢查紀錄**：視力測試、眼壓、角膜攝影或光學相干斷層掃描（OCT）等，並附上診斷說明。  
   c. **手術紀錄表**：包含手術開始/結束時間、使用的縫線數量、縫線類型、手術方式（縫合角膜、穿刺/縫合等）。  
   d. **術後隨訪紀錄**：術後第一天、第三天及第七天的視力與角膜檢查結果，並說明是否需追加治療。  
3. **限制條件**  
   a. 同一眼球在30日內只能申報一次此項目，除非有醫學必要性並附有詳細說明。  
   b. 若同時進行角膜移植、角膜層切、角膜瓣再定位等複雜手術，請以對應的專項手術代碼申報，並避免重複申報。  
   c. 若縫線數量超過6針，或使用特殊材料（如聚酯線、可吸收線）則需申報「高複雜度角膜縫合」代碼（如85207）。  
4. **特殊注意事項**  
   a. **兒童及老人**：若手術對象為18歲以下或70歲以上，需特別說明護理需求及術後隨訪頻率。  
   b. **多重裂傷**：若角膜裂傷跨越多個區段，必須在術前評估中說明裂傷分布，並在手術紀錄中列明每個區段縫合的針數。  
   c. **術後感染**：若術後出現感染或炎症，需在隨訪紀錄中注明並說明處置方案，避免因感染導致不合格的診療。  
   d. **審查時機**：所有文件必須於手術完成後7日內遞交，否則視為申報失效。  

此審查原則依據台灣全民健康保險「醫療服務給付項目及支付標準」第2025年度修訂版制定。  

---  

如需進一步核對代碼或更新，請參考「國民健康署醫療服務給付項目說明文件」或向本院核算處洽詢。"
85207C,1587,20231001,29101231,Peritomy,角膜周邊結膜切開術,"(手術)85207C - 角膜周邊結膜切開術 審查原則：(2025‑09‑01) 版 1.0  

1. 申報條件  
   a. 患者必須符合以下適應症之一：  
   ① 角膜周邊或結膜缺損需切開以利藥物或植皮移植；  
   ② 角膜前庭或結膜出血、腫瘤、結膜黏連等需外科處理；  
   ③ 角膜周邊結膜組織移植、角膜移植術或結膜移植術之配合手術。  
   b. 手術必須由台灣國民健康署核准之眼科醫師執行，並於術前取得書面手術同意書。  
   c. 需具備完整術前評估（視覺功能、角膜厚度、隱匿傷害、麻醉方式、併發症風險評估）。  
   d. 需有術後追蹤計畫，並於術後 1 日內、7 日、30 日及 3 個月內完成一次術後評估。

2. 應檢附文件  
   a. 角膜周邊結膜切開術手術同意書（含手術範圍、併發症風險、術後照顧說明）。  
   b. 眼科術前評估表（含視力、屈光度、角膜地形圖、術前影像或術前血液檢查報告）。  
   c. 眼科手術記錄表（含手術日期、術者姓名、手術方式、手術細節、切開長度、使用藥物）。  
   d. 麻醉記錄表（含麻醉方式、麻醉藥品、麻醉師簽名）。  
   e. 術後追蹤記錄（術後評估表、術後藥物處方、術後併發症說明）。  
   f. 若與其他手術同時進行（如角膜移植、結膜移植），須提供其他手術的手術記錄及手術費用明細，並區分列舉。

3. 限制條件  
   a. 同一眼睛在同一年內，角膜周邊結膜切開術申報次數不得超過 2 次，除非醫師另有書面說明並附上重複手術的臨床必要性。  
   b. 同一病患在不同眼睛進行該手術時，兩眼手術申報間距離必須不少於 30 天。  
   c. 若手術包含結膜瓣或角膜瓣的創建，且並非切開術（如結膜瓣切除、角膜瓣切除），請另行申報相應項目，不能將其合併計入 85207C。  
   d. 若手術同時配合其他非眼科手術（如顱面整形、頸椎手術），僅能申報符合各項目支付標準之單一手術費用。

4. 特殊注意事項  
   a. 角膜周邊結膜切開術必須由台灣眼科醫師學會認可之眼科醫師執行，並符合國家健康保險部門關於手術執行者資格的規定。  
   b. 手術切開長度、方向、深度等細節須於手術記錄中詳細說明，並以影像或術前術後照片作為佐證，以便審核時確定手術適應性。  
   c. 若手術涉及藥物注射（如結膜注射抗生素、類固醇），需在手術記錄中說明藥品名稱、劑量、注射部位，並附上藥物清單。  
   d. 若術後出現視力下降、感染或角膜癒合不良等併發症，需在術後評估表中說明併發症處理方式及後續治療計畫，並於後續病歷中持續追蹤。  
   e. 任何非標準操作（如手術時間延長、特殊手術工具使用）均需在手術記錄中說明原因，並附上相應醫學證明，以確保申報符合支付標準。"
85209C,1163,20231001,29101231,Removal of corneal embedded foreign body,角膜崁頓異物摘除,依據《全民健康保險醫療服務給付項目及支付標準》第二部相關章節，本項為角膜崁頓異物摘除。申報時須符合臨床適應症，手術由眼科專科醫師執行；手術過程、異物特性、取出方式、併發症處理等必須完整記錄於病歷，並附相關檢驗報告或影像資料。支付點數按表定標準計算，申報時附手術報告及病歷摘要。(113/1/1)
